Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound
Developed regions,703,Slovakia,2012,Male,90.64,-,-
Developed regions,703,Slovakia,2012,Both sexes,85.38,-,-
Developed regions,703,Slovakia,2013,Female,81.27,-,-
Developed regions,703,Slovakia,2013,Male,91.1,-,-
Developed regions,703,Slovakia,2013,Both sexes,85.96,-,-
Developed regions,703,Slovakia,2014,Female,81.08,-,-
Developed regions,703,Slovakia,2014,Male,89.95,-,-
Developed regions,703,Slovakia,2014,Both sexes,85.32,-,-
Developed regions,703,Slovakia,2015,Female,82.6,-,-
Developed regions,703,Slovakia,2015,Male,91.14,-,-
Developed regions,703,Slovakia,2015,Both sexes,86.69,-,-
Developed regions,705,Slovenia,2008,Female,70.09,-,-
Developed regions,705,Slovenia,2008,Male,81.86,-,-
Developed regions,705,Slovenia,2008,Both sexes,75.8,-,-
Developed regions,705,Slovenia,2005,Female,67.32,-,-
Developed regions,705,Slovenia,2005,Male,80.45,-,-
Developed regions,705,Slovenia,2005,Both sexes,73.62,-,-
Developed regions,705,Slovenia,2007,Female,69.36,-,-
Developed regions,705,Slovenia,2007,Male,77.43,-,-
Developed regions,705,Slovenia,2007,Both sexes,73.21,-,-
Developed regions,705,Slovenia,2009,Female,71.6,-,-
Developed regions,705,Slovenia,2009,Male,83.38,-,-
Developed regions,705,Slovenia,2009,Both sexes,77.32,-,-
Developed regions,705,Slovenia,2010,Female,72.3,-,-
Developed regions,705,Slovenia,2010,Male,83.37,-,-
Developed regions,705,Slovenia,2010,Both sexes,77.67,-,-
Developed regions,705,Slovenia,2004,Female,68.03,-,-
Developed regions,705,Slovenia,2004,Male,80.59,-,-
Developed regions,705,Slovenia,2004,Both sexes,74.05,-,-
Developed regions,705,Slovenia,2006,Female,69.51,-,-
Developed regions,705,Slovenia,2006,Male,81.06,-,-
Developed regions,705,Slovenia,2006,Both sexes,75.03,-,-
Developed regions,705,Slovenia,2011,Female,73.12,-,-
Developed regions,705,Slovenia,2011,Male,84.08,-,-
Developed regions,705,Slovenia,2011,Both sexes,78.45,-,-
Developed regions,705,Slovenia,2012,Female,74.52,-,-
Developed regions,705,Slovenia,2012,Male,84.08,-,-
Developed regions,705,Slovenia,2012,Both sexes,79.16,-,-
Developed regions,705,Slovenia,2013,Female,75.47,-,-
Developed regions,705,Slovenia,2013,Male,84.31,-,-
Developed regions,705,Slovenia,2013,Both sexes,79.78,-,-
Developed regions,705,Slovenia,2014,Female,75.32,-,-
Developed regions,705,Slovenia,2014,Male,85.14,-,-
Developed regions,705,Slovenia,2014,Both sexes,80.09,-,-
Developed regions,705,Slovenia,2015,Female,76.73,-,-
Developed regions,705,Slovenia,2015,Male,86.36,-,-
Developed regions,705,Slovenia,2015,Both sexes,81.5,-,-
Developed regions,724,Spain,2008,Female,41.3,-,-
Developed regions,724,Spain,2008,Male,44.44,-,-
Developed regions,724,Spain,2008,Both sexes,42.83,-,-
Developed regions,724,Spain,2005,Female,38.55,-,-
Developed regions,724,Spain,2005,Male,42.34,-,-
Developed regions,724,Spain,2005,Both sexes,40.39,-,-
Developed regions,724,Spain,2007,Female,40.57,-,-
Developed regions,724,Spain,2007,Male,44.17,-,-
Developed regions,724,Spain,2007,Both sexes,42.32,-,-
Developed regions,724,Spain,2009,Female,42.07,-,-
Developed regions,724,Spain,2009,Male,44.67,-,-
Developed regions,724,Spain,2009,Both sexes,43.33,-,-
Developed regions,724,Spain,2010,Female,42.9,-,-
Developed regions,724,Spain,2010,Male,45.67,-,-
Developed regions,724,Spain,2010,Both sexes,44.25,-,-
Developed regions,724,Spain,2004,Female,35.35,-,-
Developed regions,724,Spain,2004,Male,39.29,-,-
Developed regions,724,Spain,2004,Both sexes,37.26,-,-
Developed regions,724,Spain,2006,Female,39.74,-,-
Developed regions,724,Spain,2006,Male,43.23,-,-
Developed regions,724,Spain,2006,Both sexes,41.44,-,-
Developed regions,724,Spain,2011,Female,44.24,-,-
Developed regions,724,Spain,2011,Male,46.36,-,-
Developed regions,724,Spain,2011,Both sexes,45.27,-,-
Developed regions,724,Spain,2012,Female,44.81,-,-
Developed regions,724,Spain,2012,Male,46.45,-,-
Developed regions,724,Spain,2012,Both sexes,45.6,-,-
Developed regions,724,Spain,2014,Female,46.51,-,-
Developed regions,724,Spain,2014,Male,48.01,-,-
Developed regions,724,Spain,2014,Both sexes,47.24,-,-
Developed regions,724,Spain,2015,Female,47.34,-,-
Developed regions,724,Spain,2015,Male,48.42,-,-
Developed regions,724,Spain,2015,Both sexes,47.86,-,-
Developed regions,752,Sweden,2008,Female,76.58,-,-
Developed regions,752,Sweden,2008,Male,75.96,-,-
Developed regions,752,Sweden,2008,Both sexes,76.27,-,-
Developed regions,752,Sweden,2005,Female,80.72,-,-
Developed regions,752,Sweden,2005,Male,77.38,-,-
Developed regions,752,Sweden,2005,Both sexes,79.04,-,-
Developed regions,752,Sweden,2007,Female,82.22,-,-
Developed regions,752,Sweden,2007,Male,78.6,-,-
Developed regions,752,Sweden,2007,Both sexes,80.4,-,-
Developed regions,752,Sweden,2009,Female,77.35,-,-
Developed regions,752,Sweden,2009,Male,76.55,-,-
Developed regions,752,Sweden,2009,Both sexes,76.96,-,-
Developed regions,752,Sweden,2010,Female,78.09,-,-
Developed regions,752,Sweden,2010,Male,77.13,-,-
Developed regions,752,Sweden,2010,Both sexes,77.62,-,-
Developed regions,752,Sweden,2004,Female,79.86,-,-
Developed regions,752,Sweden,2004,Male,76.66,-,-
Developed regions,752,Sweden,2004,Both sexes,78.25,-,-
Developed regions,752,Sweden,2006,Female,81.51,-,-
Developed regions,752,Sweden,2006,Male,78,-,-
Developed regions,752,Sweden,2006,Both sexes,79.74,-,-
Developed regions,752,Sweden,1995,Female,67.49,-,-
Developed regions,752,Sweden,1995,Male,66.58,-,-
Developed regions,752,Sweden,1995,Both sexes,67.04,-,-
Developed regions,752,Sweden,2011,Female,78.86,-,-
Developed regions,752,Sweden,2011,Male,77.76,-,-
Developed regions,752,Sweden,2011,Both sexes,78.32,-,-
Developed regions,752,Sweden,2012,Female,79.64,-,-
Developed regions,752,Sweden,2012,Male,78.34,-,-
Developed regions,752,Sweden,2012,Both sexes,79,-,-
Developed regions,752,Sweden,2013,Female,72.84,-,-
Developed regions,752,Sweden,2013,Male,75.02,-,-
Developed regions,752,Sweden,2013,Both sexes,73.92,-,-
Developed regions,752,Sweden,2014,Female,73.58,-,-
Developed regions,752,Sweden,2014,Male,75.39,-,-
Developed regions,752,Sweden,2014,Both sexes,74.47,-,-
Developed regions,752,Sweden,2015,Female,74.32,-,-
Developed regions,752,Sweden,2015,Male,75.76,-,-
Developed regions,752,Sweden,2015,Both sexes,75.03,-,-
Developed regions,756,Switzerland,2009,Female,77.09,-,-
Developed regions,756,Switzerland,2009,Male,88.73,-,-
Developed regions,756,Switzerland,2009,Both sexes,82.72,-,-
Developed regions,756,Switzerland,2010,Female,77.7,-,-
Developed regions,756,Switzerland,2010,Male,87.57,-,-
Developed regions,756,Switzerland,2010,Both sexes,82.45,-,-
Developed regions,756,Switzerland,2011,Female,77.72,-,-
Developed regions,756,Switzerland,2011,Both sexes,82.36,-,-
Developed regions,756,Switzerland,2012,Female,78.94,-,-
Developed regions,756,Switzerland,2012,Male,87.84,-,-
Developed regions,756,Switzerland,2012,Both sexes,83.24,-,-
Developed regions,756,Switzerland,2014,Female,80.64,-,-
Developed regions,756,Switzerland,2014,Male,88.84,-,-
Developed regions,756,Switzerland,2014,Both sexes,84.64,-,-
Developed regions,756,Switzerland,2015,Female,81.62,-,-
Developed regions,756,Switzerland,2015,Male,88.92,-,-
Developed regions,756,Switzerland,2015,Both sexes,85.19,-,-
Developed regions,804,Ukraine,2001,Female,71.11,-,-
Developed regions,804,Ukraine,2001,Male,78.37,-,-
Developed regions,804,Ukraine,2001,Both sexes,74.32,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2009,Female,82.65,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2009,Male,86.75,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2009,Both sexes,84.67,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2010,Female,84.54,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2010,Male,88.35,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,86.43,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2011,Female,84.55,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2011,Male,87.71,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2011,Both sexes,86.08,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2012,Female,86.41,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2012,Male,89.08,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2012,Both sexes,87.74,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2013,Female,72.03,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2013,Male,76.01,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2013,Both sexes,74,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2014,Female,73.3,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2014,Male,76.15,-,-
Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2014,Both sexes,74.71,-,-
Developed regions,840,United States of America,2008,Female,87.23,-,-
Developed regions,840,United States of America,2008,Male,85.95,-,-
Developed regions,840,United States of America,2008,Both sexes,86.61,-,-
Developed regions,840,United States of America,2005,Female,85.44,-,-
Developed regions,840,United States of America,2005,Male,84.93,-,-
Developed regions,840,United States of America,2005,Both sexes,85.19,-,-
Developed regions,840,United States of America,2009,Female,87.13,-,-
Developed regions,840,United States of America,2009,Male,86.25,-,-
Developed regions,840,United States of America,2009,Both sexes,86.71,-,-
Developed regions,840,United States of America,2010,Female,87.66,-,-
Developed regions,840,United States of America,2010,Male,86.6,-,-
Developed regions,840,United States of America,2010,Both sexes,87.15,-,-
Developed regions,840,United States of America,2004,Female,85.43,-,-
Developed regions,840,United States of America,2004,Male,84.85,-,-
Developed regions,840,United States of America,2004,Both sexes,85.15,-,-
Developed regions,840,United States of America,2006,Female,86.38,-,-
Developed regions,840,United States of America,2006,Male,85.01,-,-
Developed regions,840,United States of America,2006,Both sexes,85.72,-,-
Developed regions,840,United States of America,2011,Female,88.05,-,-
Developed regions,840,United States of America,2011,Male,87.1,-,-
Developed regions,840,United States of America,2011,Both sexes,87.59,-,-
Developed regions,840,United States of America,2012,Female,88.04,-,-
Developed regions,840,United States of America,2012,Male,87.29,-,-
Developed regions,840,United States of America,2012,Both sexes,87.68,-,-
Developed regions,840,United States of America,2013,Female,88.62,-,-
Developed regions,840,United States of America,2013,Male,87.64,-,-
Developed regions,840,United States of America,2013,Both sexes,88.15,-,-
Developed regions,840,United States of America,2014,Female,88.86,-,-
Developed regions,840,United States of America,2014,Male,87.72,-,-
Developed regions,840,United States of America,2014,Both sexes,88.31,-,-
Developed regions,840,United States of America,2015,Female,88.76,-,-
Developed regions,840,United States of America,2015,Male,88.04,-,-
Developed regions,840,United States of America,2015,Both sexes,88.41,-,-
Northern Africa,12,Algeria,2008,Female,22.75,-,-
Northern Africa,12,Algeria,2008,Male,28.06,-,-
Northern Africa,12,Algeria,2008,Both sexes,25.42,-,-
Northern Africa,12,Algeria,2006,Female,6.65,-,-
Northern Africa,12,Algeria,2006,Male,8.65,-,-
Northern Africa,12,Algeria,2006,Both sexes,7.66,-,-
Northern Africa,818,Egypt,2006,Female,33.14,-,-
Northern Africa,818,Egypt,2006,Male,47.4,-,-
Northern Africa,818,Egypt,2006,Both sexes,40.38,-,-
Oceania,242,Fiji,2007,Female,39.56,-,-
Oceania,242,Fiji,2007,Male,39.11,-,-
Oceania,242,Fiji,2007,Both sexes,39.33,-,-
Oceania,242,Fiji,1996,Female,23.74,-,-
Oceania,242,Fiji,1996,Male,27.41,-,-
Oceania,242,Fiji,1996,Both sexes,25.58,-,-
Oceania,258,French Polynesia,2007,Female,50.75,-,-
Oceania,258,French Polynesia,2007,Male,48.44,-,-
Oceania,258,French Polynesia,2007,Both sexes,49.57,-,-
Oceania,584,Marshall Islands,2011,Female,67.58,-,-
Oceania,584,Marshall Islands,2011,Male,72,-,-
Oceania,584,Marshall Islands,2011,Both sexes,69.81,-,-
Oceania,585,Palau,2013,Female,87.73,-,-
Oceania,585,Palau,2013,Male,88.34,-,-
Oceania,585,Palau,2013,Both sexes,88.05,-,-
Oceania,776,Tonga,2006,Female,21.88,-,-
Oceania,776,Tonga,2006,Male,24.89,-,-
Oceania,776,Tonga,2006,Both sexes,23.36,-,-
Oceania,776,Tonga,2011,Female,55.12,-,-
Oceania,776,Tonga,2011,Male,53.07,-,-
Oceania,776,Tonga,2011,Both sexes,54.13,-,-
Oceania,882,Samoa,2001,Female,65.31,-,-
Oceania,882,Samoa,2001,Male,60.87,-,-
Oceania,882,Samoa,2001,Both sexes,63.03,-,-
Oceania,882,Samoa,2011,Female,74.63,-,-
Oceania,882,Samoa,2011,Male,70.39,-,-
Oceania,882,Samoa,2011,Both sexes,72.47,-,-
Sub-Saharan Africa,108,Burundi,2014,Female,2.28,-,-
Sub-Saharan Africa,108,Burundi,2014,Male,4.52,-,-
Sub-Saharan Africa,108,Burundi,2014,Both sexes,3.33,-,-
Sub-Saharan Africa,120,Cameroon,2010,Female,11.48,-,-
Sub-Saharan Africa,120,Cameroon,2010,Male,25.4,-,-
Sub-Saharan Africa,120,Cameroon,2010,Both sexes,18.17,-,-
Sub-Saharan Africa,132,Cabo Verde,2015,Female,19.81,-,-
Sub-Saharan Africa,132,Cabo Verde,2015,Male,20.29,-,-
Sub-Saharan Africa,132,Cabo Verde,2015,Both sexes,20.04,-,-
Sub-Saharan Africa,148,Chad,2004,Female,1.66,-,-
Sub-Saharan Africa,148,Chad,2004,Male,9.89,-,-
Sub-Saharan Africa,148,Chad,2004,Both sexes,5.52,-,-
Sub-Saharan Africa,180,Democratic Republic of the Congo,2013,Female,10.26,-,-
Sub-Saharan Africa,180,Democratic Republic of the Congo,2013,Male,30.57,-,-
Sub-Saharan Africa,180,Democratic Republic of the Congo,2013,Both sexes,19.85,-,-
Sub-Saharan Africa,180,Democratic Republic of the Congo,2016,Female,16.84,-,-
Sub-Saharan Africa,180,Democratic Republic of the Congo,2016,Male,38.6,-,-
Sub-Saharan Africa,180,Democratic Republic of the Congo,2016,Both sexes,27.26,-,-
Sub-Saharan Africa,231,Ethiopia,2007,Female,4.52,-,-
Sub-Saharan Africa,231,Ethiopia,2007,Male,9.61,-,-
Sub-Saharan Africa,231,Ethiopia,2007,Both sexes,7.02,-,-
Sub-Saharan Africa,231,Ethiopia,2011,Female,5.66,-,-
Sub-Saharan Africa,231,Ethiopia,2011,Male,12.69,-,-
Sub-Saharan Africa,231,Ethiopia,2011,Both sexes,8.84,-,-
Sub-Saharan Africa,288,Ghana,2010,Female,14.68,-,-
Sub-Saharan Africa,288,Ghana,2010,Male,27.24,-,-
Sub-Saharan Africa,288,Ghana,2010,Both sexes,20.56,-,-
Sub-Saharan Africa,384,Côte d'Ivoire,2014,Female,6.94,-,-
Sub-Saharan Africa,384,Côte d'Ivoire,2014,Male,15.25,-,-
Sub-Saharan Africa,384,Côte d'Ivoire,2014,Both sexes,11.25,-,-
Sub-Saharan Africa,404,Kenya,2009,Female,21.92,-,-
Sub-Saharan Africa,404,Kenya,2009,Male,32.46,-,-
Sub-Saharan Africa,404,Kenya,2009,Both sexes,27.06,-,-
Sub-Saharan Africa,404,Kenya,2010,Female,18,-,-
Sub-Saharan Africa,404,Kenya,2010,Male,25.71,-,-
Sub-Saharan Africa,404,Kenya,2010,Both sexes,22.03,-,-
Sub-Saharan Africa,426,Lesotho,2008,Female,14.19,-,-
Sub-Saharan Africa,426,Lesotho,2008,Male,13.39,-,-
Sub-Saharan Africa,426,Lesotho,2008,Both sexes,13.81,-,-
Sub-Saharan Africa,454,Malawi,1998,Female,2.39,-,-
Sub-Saharan Africa,454,Malawi,1998,Male,8.14,-,-
Sub-Saharan Africa,454,Malawi,1998,Both sexes,5.21,-,-
Sub-Saharan Africa,466,Mali,2006,Female,6.33,-,-
Sub-Saharan Africa,466,Mali,2006,Male,4.56,-,-
Sub-Saharan Africa,466,Mali,2006,Both sexes,5.49,-,-
Sub-Saharan Africa,466,Mali,2011,Female,5.54,-,-
Sub-Saharan Africa,466,Mali,2011,Male,11.11,-,-
Sub-Saharan Africa,466,Mali,2011,Both sexes,7.96,-,-
Sub-Saharan Africa,466,Mali,2015,Female,3.48,-,-
Sub-Saharan Africa,466,Mali,2015,Male,8.86,-,-
Sub-Saharan Africa,466,Mali,2015,Both sexes,6.04,-,-
Sub-Saharan Africa,480,Mauritius,2000,Female,17.12,-,-
Sub-Saharan Africa,480,Mauritius,2000,Male,23.83,-,-
Sub-Saharan Africa,480,Mauritius,2000,Both sexes,20.4,-,-
Sub-Saharan Africa,480,Mauritius,2011,Female,39.8,-,-
Sub-Saharan Africa,480,Mauritius,2011,Male,47.58,-,-
Sub-Saharan Africa,480,Mauritius,2011,Both sexes,43.58,-,-
Sub-Saharan Africa,508,Mozambique,2011,Female,3.04,-,-
Sub-Saharan Africa,508,Mozambique,2011,Male,6.7,-,-
Sub-Saharan Africa,508,Mozambique,2011,Both sexes,4.72,-,-
Sub-Saharan Africa,516,Namibia,2001,Female,16.3,-,-
Sub-Saharan Africa,516,Namibia,2001,Male,19.02,-,-
Sub-Saharan Africa,516,Namibia,2001,Both sexes,17.55,-,-
Sub-Saharan Africa,646,Rwanda,2010,Female,4.65,-,-
Sub-Saharan Africa,646,Rwanda,2010,Male,6.29,-,-
Sub-Saharan Africa,646,Rwanda,2010,Both sexes,5.17,-,-
Sub-Saharan Africa,646,Rwanda,2012,Female,6.43,-,-
Sub-Saharan Africa,646,Rwanda,2012,Male,10.74,-,-
Sub-Saharan Africa,646,Rwanda,2012,Both sexes,8.42,-,-
Sub-Saharan Africa,686,Senegal,2006,Female,2.8,-,-
Sub-Saharan Africa,686,Senegal,2006,Male,7.52,-,-
Sub-Saharan Africa,686,Senegal,2006,Both sexes,4.93,-,-
Sub-Saharan Africa,686,Senegal,2011,Female,3.26,-,-
Sub-Saharan Africa,686,Senegal,2011,Male,8.68,-,-
Sub-Saharan Africa,686,Senegal,2011,Both sexes,5.62,-,-
Sub-Saharan Africa,686,Senegal,2013,Female,5.19,-,-
Sub-Saharan Africa,686,Senegal,2013,Male,11.53,-,-
Sub-Saharan Africa,686,Senegal,2013,Both sexes,8.23,-,-
Sub-Saharan Africa,690,Seychelles,2002,Female,44.18,-,-
Sub-Saharan Africa,690,Seychelles,2002,Male,48,-,-
Sub-Saharan Africa,690,Seychelles,2002,Both sexes,46.04,-,-
Sub-Saharan Africa,710,South Africa,2003,Female,47.16,-,-
Sub-Saharan Africa,710,South Africa,2003,Male,51.89,-,-
Sub-Saharan Africa,710,South Africa,2003,Both sexes,49.36,-,-
Sub-Saharan Africa,710,South Africa,2008,Female,51.65,-,-
Sub-Saharan Africa,710,South Africa,2008,Male,57.08,-,-
Sub-Saharan Africa,710,South Africa,2008,Both sexes,54.18,-,-
Sub-Saharan Africa,710,South Africa,2005,Female,48.8,-,-
Sub-Saharan Africa,710,South Africa,2005,Male,53.44,-,-
Sub-Saharan Africa,710,South Africa,2005,Both sexes,50.96,-,-
Sub-Saharan Africa,710,South Africa,2007,Female,50.01,-,-
Sub-Saharan Africa,710,South Africa,2007,Male,54.17,-,-
Sub-Saharan Africa,710,South Africa,2007,Both sexes,51.95,-,-
Sub-Saharan Africa,710,South Africa,2009,Female,55.28,-,-
Sub-Saharan Africa,710,South Africa,2009,Male,59.16,-,-
Sub-Saharan Africa,710,South Africa,2009,Both sexes,57.09,-,-
Sub-Saharan Africa,710,South Africa,2010,Female,56.05,-,-
Sub-Saharan Africa,710,South Africa,2010,Male,60.23,-,-
Sub-Saharan Africa,710,South Africa,2010,Both sexes,58.01,-,-
Sub-Saharan Africa,710,South Africa,2001,Female,25.36,-,-
Sub-Saharan Africa,710,South Africa,2001,Male,28.88,-,-
Sub-Saharan Africa,710,South Africa,2001,Both sexes,26.98,-,-
Sub-Saharan Africa,710,South Africa,2004,Female,48.61,-,-
Sub-Saharan Africa,710,South Africa,2004,Male,52.21,-,-
Sub-Saharan Africa,710,South Africa,2004,Both sexes,50.28,-,-
Sub-Saharan Africa,710,South Africa,2006,Female,49.17,-,-
Sub-Saharan Africa,710,South Africa,2006,Male,54.58,-,-
Sub-Saharan Africa,710,South Africa,2006,Both sexes,51.69,-,-
Sub-Saharan Africa,710,South Africa,2011,Female,57.95,-,-
Sub-Saharan Africa,710,South Africa,2011,Male,60.26,-,-
Sub-Saharan Africa,710,South Africa,2011,Both sexes,59.03,-,-
Sub-Saharan Africa,710,South Africa,2002,Female,45.5,-,-
Sub-Saharan Africa,710,South Africa,2002,Male,49.26,-,-
Sub-Saharan Africa,710,South Africa,2002,Both sexes,47.24,-,-
Sub-Saharan Africa,710,South Africa,2012,Female,59.82,-,-
Sub-Saharan Africa,710,South Africa,2012,Male,63.43,-,-
Sub-Saharan Africa,710,South Africa,2012,Both sexes,61.52,-,-
Sub-Saharan Africa,710,South Africa,2014,Female,62.8,-,-
Sub-Saharan Africa,710,South Africa,2014,Male,65.8,-,-
Sub-Saharan Africa,710,South Africa,2014,Both sexes,64.22,-,-
Sub-Saharan Africa,710,South Africa,2015,Female,62.8,-,-
Sub-Saharan Africa,710,South Africa,2015,Male,66.65,-,-
Sub-Saharan Africa,710,South Africa,2015,Both sexes,64.62,-,-
Sub-Saharan Africa,716,Zimbabwe,2002,Female,6.31,-,-
Sub-Saharan Africa,716,Zimbabwe,2002,Male,14.75,-,-
Sub-Saharan Africa,716,Zimbabwe,2002,Both sexes,10.36,-,-
Sub-Saharan Africa,716,Zimbabwe,2012,Female,3.94,-,-
Sub-Saharan Africa,716,Zimbabwe,2012,Male,8.46,-,-
Sub-Saharan Africa,716,Zimbabwe,2012,Both sexes,6.08,-,-
Sub-Saharan Africa,716,Zimbabwe,2014,Female,12,-,-
Sub-Saharan Africa,716,Zimbabwe,2014,Male,19.07,-,-
Sub-Saharan Africa,716,Zimbabwe,2014,Both sexes,15.19,-,-
Sub-Saharan Africa,728,South Sudan,2008,Female,10.85,-,-
Sub-Saharan Africa,728,South Sudan,2008,Male,16.21,-,-
Sub-Saharan Africa,728,South Sudan,2008,Both sexes,14.47,-,-
Sub-Saharan Africa,768,Togo,2009,Female,3.31,-,-
Sub-Saharan Africa,768,Togo,2009,Male,15.4,-,-
Sub-Saharan Africa,768,Togo,2009,Both sexes,8.9,-,-
Sub-Saharan Africa,768,Togo,2011,Female,3.04,-,-
Sub-Saharan Africa,768,Togo,2011,Male,17.4,-,-
Sub-Saharan Africa,768,Togo,2011,Both sexes,9.26,-,-
Sub-Saharan Africa,800,Uganda,2008,Female,8.74,-,-
Sub-Saharan Africa,800,Uganda,2008,Male,8.81,-,-
Sub-Saharan Africa,800,Uganda,2008,Both sexes,8.77,-,-
Sub-Saharan Africa,800,Uganda,2010,Female,8.02,-,-
Sub-Saharan Africa,800,Uganda,2010,Male,12.84,-,-
Sub-Saharan Africa,800,Uganda,2010,Both sexes,10.67,-,-
Sub-Saharan Africa,800,Uganda,2002,Female,3.91,-,-
Sub-Saharan Africa,800,Uganda,2002,Male,9.23,-,-
Sub-Saharan Africa,800,Uganda,2002,Both sexes,6.45,-,-
Sub-Saharan Africa,800,Uganda,2012,Female,6.35,-,-
Sub-Saharan Africa,800,Uganda,2012,Male,13.92,-,-
Sub-Saharan Africa,800,Uganda,2012,Both sexes,9.87,-,-
Sub-Saharan Africa,834,United Republic of Tanzania,2002,Female,0.95,-,-
Sub-Saharan Africa,834,United Republic of Tanzania,2002,Male,2.36,-,-
Sub-Saharan Africa,834,United Republic of Tanzania,2002,Both sexes,1.62,-,-
Sub-Saharan Africa,834,United Republic of Tanzania,2012,Female,2.29,-,-
Sub-Saharan Africa,834,United Republic of Tanzania,2012,Male,4.63,-,-
Sub-Saharan Africa,834,United Republic of Tanzania,2012,Both sexes,3.4,-,-
Sub-Saharan Africa,854,Burkina Faso,2007,Female,0.16,-,-
Sub-Saharan Africa,854,Burkina Faso,2007,Male,0.86,-,-
Sub-Saharan Africa,854,Burkina Faso,2007,Both sexes,0.5,-,-
Sub-Saharan Africa,854,Burkina Faso,2006,Female,2.3,-,-
Sub-Saharan Africa,854,Burkina Faso,2006,Male,6.04,-,-
Sub-Saharan Africa,854,Burkina Faso,2006,Both sexes,4.01,-,-
Sub-Saharan Africa,854,Burkina Faso,2014,Female,1.57,-,-
Sub-Saharan Africa,854,Burkina Faso,2014,Male,4.3,-,-
Sub-Saharan Africa,854,Burkina Faso,2014,Both sexes,2.81,-,-
Latin America and the Caribbean,32,Argentina,2003,Female,43.91,-,-
Latin America and the Caribbean,32,Argentina,2003,Male,40.34,-,-
Latin America and the Caribbean,32,Argentina,2003,Both sexes,42.16,-,-
Latin America and the Caribbean,32,Argentina,2001,Female,35.94,-,-
Latin America and the Caribbean,32,Argentina,2001,Male,32.45,-,-
Latin America and the Caribbean,32,Argentina,2001,Both sexes,34.29,-,-
Latin America and the Caribbean,44,Bahamas,2000,Female,74.66,-,-
Latin America and the Caribbean,44,Bahamas,2000,Male,66.25,-,-
Latin America and the Caribbean,44,Bahamas,2000,Both sexes,70.94,-,-
Latin America and the Caribbean,44,Bahamas,2010,Female,82.46,-,-
Latin America and the Caribbean,44,Bahamas,2010,Male,81.22,-,-
Latin America and the Caribbean,44,Bahamas,2010,Both sexes,81.88,-,-
Latin America and the Caribbean,52,Barbados,2000,Female,25.4,-,-
Latin America and the Caribbean,52,Barbados,2000,Male,22.89,-,-
Latin America and the Caribbean,52,Barbados,2000,Both sexes,24.21,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2008,Female,32.24,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2008,Male,40.32,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2008,Both sexes,36.09,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2009,Female,34.42,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2009,Male,42.78,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2009,Both sexes,38.44,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2001,Female,32.34,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2001,Male,44.01,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2001,Both sexes,38.01,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2006,Female,30.47,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2006,Male,36.81,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2006,Both sexes,33.5,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2012,Female,39.49,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2012,Male,46.88,-,-
Latin America and the Caribbean,68,Bolivia (Plurinational State of),2012,Both sexes,43.14,-,-
Latin America and the Caribbean,76,Brazil,2008,Female,36.7,-,-
Latin America and the Caribbean,76,Brazil,2008,Male,34.05,-,-
Latin America and the Caribbean,76,Brazil,2008,Both sexes,35.45,-,-
Latin America and the Caribbean,76,Brazil,2007,Female,35.04,-,-
Latin America and the Caribbean,76,Brazil,2007,Male,32.3,-,-
Latin America and the Caribbean,76,Brazil,2007,Both sexes,33.75,-,-
Latin America and the Caribbean,76,Brazil,2009,Female,38.37,-,-
Latin America and the Caribbean,76,Brazil,2009,Male,35.69,-,-
